Company,Item,Calories,Fat,Carbs,Protein
Taco Bell,Bean Burrito,350,9,54,13
Taco Bell,Black Bean Chalupa,330,15,39,10
Taco Bell,Black Bean Crunchwrap Supreme,510,17,77,13
Taco Bell,Black Bean Quesarito,630,29,73,19
Taco Bell,Black Beans & Rice,170,3.5,31,4
Taco Bell,Cheese Quesadilla,470,25,37,19
Taco Bell,Cheesy Bean & Rice Burrito,420,16,56,10
Taco Bell,Cheesy Roll Up,180,9,15,9
Taco Bell,Chips and Nacho Cheese Sauce,220,13,24,2
Taco Bell,Cinnabon® Delights™ (2 Pack),160,9,17,2
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4),930,53,104,9
Taco Bell,Cinnamon Twists,170,6,27,1
Taco Bell,Hash Brown,160,12,13,1
Taco Bell,Power Menu Bowl – Veggie,430,17,57,12
Taco Bell,Power Menu Bowl – Chicken,470,19,50,26
Taco Bell,Power Menu Bowl – Steak,480,20,51,25
Taco Bell,Power Menu Bowl – Veggie (V),430,17,57,12
Taco Bell,Breakfast Crunchwrap – Bacon,670,41,50,21
Taco Bell,Breakfast Crunchwrap – Sausage,720,47,51,21
Taco Bell,Breakfast Crunchwrap – Steak,660,38,51,24
Taco Bell,Breakfast Salsa Packet (V),0,0,<1,0
Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,350,16,36,13
Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340,14,43,10
Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,340,17,36,11
Taco Bell,Cinnabon® Delights™ (2 Pack) (V),160,9,17,2
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4) (V),930,53,104,9
Taco Bell,Grande Toasted Breakfast Burrito – Bacon,560,30,49,24
Taco Bell,Grande Toasted Breakfast Burrito – Sausage,560,31,49,22
Taco Bell,Grande Toasted Breakfast Burrito – Steak,560,28,50,27
Taco Bell,Hash Brown (V),160,12,13,1
Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,570,33,49,21
Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,570,34,49,18
Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,570,30,50,24
Taco Bell,7-Up (16 fl oz),190,,,
Taco Bell,Brisk® Mango Iced Tea (16 fl oz),100,,,
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0,,,
Taco Bell,Diet Dr Pepper® (16 fl oz),0,,,
Taco Bell,Diet Mtn Dew® (16 fl oz),5,,,
Taco Bell,Diet Pepsi® (16 fl oz),0,,,
Taco Bell,Dr Pepper® (16 fl oz),190,,,
Taco Bell,G2 – Fruit Punch (16 fl oz),30,,,
Taco Bell,Mtn Dew® (16 fl oz),220,,,
Taco Bell,Mtn Dew® Baja Blast™ (16 fl oz),220,,,
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (16 fl oz),5,,,
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (16 fl oz),70,,,
Taco Bell,Mug® Root Beer (16 fl oz),190,,,
Taco Bell,Pepsi® (16 fl oz),200,,,
Taco Bell,Pepsi® Wild Cherry (16 fl oz),210,,,
Taco Bell,Pepsi® Zero Sugar (16 fl oz),0,,,
Taco Bell,Sierra Mist® (16 fl oz),200,,,
Taco Bell,Tropicana® Pink Lemonade (16 fl oz),210,,,
Taco Bell,7-Up (20 fl oz),240,,,
Taco Bell,Brisk® Mango Iced Tea (20 fl oz),120,,,
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0,,,
Taco Bell,Diet Dr Pepper® (20 fl oz),0,,,
Taco Bell,Diet Mtn Dew® (20 fl oz),10,,,
Taco Bell,Diet Pepsi® (20 fl oz),0,,,
Taco Bell,Dr Pepper® (20 fl oz),240,,,
Taco Bell,G2 – Fruit Punch (20 fl oz),35,,,
Taco Bell,Mtn Dew® (20 fl oz),270,,,
Taco Bell,Mtn Dew® Baja Blast™ (20 fl oz),280,,,
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (20 fl oz),10,,,
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (20 fl oz),90,,,
Taco Bell,Mug® Root Beer (20 fl oz),240,,,
Taco Bell,Pepsi® (20 fl oz),250,,,
Taco Bell,Pepsi® Wild Cherry (20 fl oz),260,,,
Taco Bell,Pepsi® Zero Sugar (20 fl oz),0,,,
Taco Bell,Sierra Mist® (20 fl oz),260,,,
Taco Bell,Tropicana® Pink Lemonade (20 fl oz),260,,,
Taco Bell, , ,,,
Taco Bell,FOUNTAIN BEVERAGES (30 OZ), ,,,
Taco Bell,7-Up (30 fl oz),350,,,
Taco Bell,Brisk® Mango Iced Tea (30 fl oz),180,,,
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0,,,
Taco Bell,Diet Dr Pepper® (30 fl oz),0,,,
Taco Bell,Diet Mtn Dew® (30 fl oz),10,,,
Taco Bell,Diet Pepsi® (30 fl oz),0,,,
Taco Bell,Dr Pepper® (30 fl oz),360,,,
Taco Bell,G2 – Fruit Punch (30 fl oz),50,,,
Taco Bell,Mtn Dew® (30 fl oz),410,,,
Taco Bell,Mtn Dew® Baja Blast™ (30 fl oz),420,,,
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (30 fl oz),15,,,
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (30 fl oz),130,,,
Taco Bell,Mug® Root Beer (30 fl oz),360,,,
Taco Bell,Pepsi® (30 fl oz),380,,,
Taco Bell,Pepsi® Wild Cherry (30 fl oz),390,,,
Taco Bell,Pepsi® Zero Sugar (30 fl oz),0,,,
Taco Bell,Sierra Mist® (30 fl oz),380,,,
Taco Bell,Tropicana® Pink Lemonade (30 fl oz),390,,,
Pizza Hut,Detroit Double Cheesy Pizza Slice,280,12,31,13
Pizza Hut,Detroit Double Pepperoni Pizza Slice,330,17,30,14
Pizza Hut,Detroit Meaty Pizza Slice,320,16,31,14
Pizza Hut,Detroit Supremo Pizza Slice,290,13,31,13
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,180,6,25,8
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Medium,270,10,33,11
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Large,380,16,43,16
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Medium,240,10,29,10
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Large,350,16,38,14
Pizza Hut,Pan Pizza Slices Buffalo Chicken Personal Pan,160,5,22,7
Pizza Hut,Pan Pizza Slices Buffalo Chicken Medium,240,9,31,11
Pizza Hut,Pan Pizza Slices Buffalo Chicken Large,350,14,40,15
Pizza Hut,Pan Pizza Slices Cheese Personal Pan,150,6,17,7
Pizza Hut,Pan Pizza Slices Cheese Medium,250,10,28,11
Pizza Hut,Pan Pizza Slices Cheese Large,360,17,37,16
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,180,8,17,9
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Medium,270,13,27,12
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Large,390,20,35,18
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Personal Pan,150,5,18,8
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Medium,240,9,29,12
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Large,350,15,38,17
Pizza Hut,Pan Pizza Slices Meat Lover’s® Personal Pan,210,12,18,9
Pizza Hut,Pan Pizza Slices Meat Lover’s® Medium,320,17,28,13
Pizza Hut,Pan Pizza Slices Meat Lover’s® Large,470,27,37,19
Pizza Hut,Pan Pizza Slices Pepperoni Personal Pan,150,7,17,6
Pizza Hut,Pan Pizza Slices Pepperoni Medium,250,11,28,10
Pizza Hut,Pan Pizza Slices Pepperoni Large,370,18,36,15
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180,9,17,8
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Medium,300,15,28,13
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Large,440,24,37,19
Pizza Hut,Pan Pizza Slices Supreme Personal Pan,170,8,18,7
Pizza Hut,Pan Pizza Slices Supreme Medium,270,13,29,11
Pizza Hut,Pan Pizza Slices Supreme Large,390,20,37,16
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170,8,17,8
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270,13,27,12
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Large,390,20,36,17
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Personal Pan,140,5,18,6
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Medium,230,9,29,9
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Large,330,15,38,14
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Small,140,4,20,6
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Medium,220,7,31,10
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Large,300,10,40,14
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Medium,200,7,26,9
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Large,280,10,35,12
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Small,130,3.5,19,6
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Medium,200,5,28,9
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Large,270,8,37,13
Pizza Hut,Hand Tossed Slices Cheese Small,130,4.5,17,6
Pizza Hut,Hand Tossed Slices Cheese Medium,210,8,26,10
Pizza Hut,Hand Tossed Slices Cheese Large,290,10,34,13
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Small,150,6,16,7
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Medium,230,9,25,11
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Large,310,13,33,16
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Small,130,4,17,7
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Medium,210,6,27,10
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Large,280,9,36,15
Pizza Hut,Hand Tossed Slices Meat Lover’s® Small,180,9,17,7
Pizza Hut,Hand Tossed Slices Meat Lover’s® Medium,290,15,26,12
Pizza Hut,Hand Tossed Slices Meat Lover’s® Large,390,21,34,17
Pizza Hut,Hand Tossed Slices Pepperoni Small,130,5,16,6
Pizza Hut,Hand Tossed Slices Pepperoni Medium,220,9,25,9
Pizza Hut,Hand Tossed Slices Pepperoni Large,300,13,34,13
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Small,160,7,17,7
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Medium,270,13,26,12
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Large,370,18,35,17
Pizza Hut,Hand Tossed Slices Supreme Small,150,6,17,6
Pizza Hut,Hand Tossed Slices Supreme Medium,240,10,26,10
Pizza Hut,Hand Tossed Slices Supreme Large,320,14,35,14
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Small,150,6,16,6
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230,10,25,11
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310,13,33,15
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Small,120,4,17,5
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Medium,200,6,27,8
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Large,260,9,36,11
